	

    Time    Volt    Ampere
    0.16605 9.76583 0.147675
    0.1661  9.7675  0.147592
    0.16615 9.745   0.1474
    0.1662  9.75833 0.147692
    0.16625 9.755   0.147883
    0.1663  9.77083 0.1478
    0.16635 9.76167 0.147792
    0.1664  9.75417 0.147925
    0.16645 9.76    0.147842
    0.1665  9.74833 0.147592
    0.16655 9.76667 0.147442
    0.1666  9.76167 0.147517
    0.16665 9.765   0.147492
    0.1667  9.75417 0.147517
    0.16675 9.75667 0.147275
    0.1668  9.77167 0.14735
    0.16685 9.75833 0.147817
    0.1669  9.765   0.147883
    0.16695 9.75333 0.147742
    0.167   9.75833 0.147925
    0.16705 9.76083 0.147983
    0.1671  9.76583 0.14795
    0.16715 9.765   0.1478
    0.1672  9.74667 0.14755
    0.16725 9.76083 0.147642
    0.1673  9.7575  0.147642
    0.16735 9.76833 0.147392
    0.1674  9.76333 0.147075
    0.16745 9.75583 0.147225
    0.1675  9.7625  0.147508
    0.16755 9.75583 0.147242
    0.1676  9.77    0.147125
    0.16765 9.76167 0.1475
    0.1677  9.7625  0.147808
    0.16775 9.75583 0.147892
    0.1678  9.75917 0.147833
    0.16785 9.77583 0.147767
    0.1679  9.76583 0.147917
    0.16795 9.765   0.147967
    0.168   9.74917 0.147583
    0.16805 9.755   0.147392
    0.1681  9.76333 0.14765
    0.16815 9.7625  0.147617
    0.1682  9.77167 0.1473
    0.16825 9.75417 0.147183
    0.1683  9.76083 0.147383
    0.16835 9.76083 0.14755
    0.1684  9.7675  0.147583
    0.16845 9.765   0.14755
    0.1685  9.75    0.1477
    0.16855 9.76333 0.148067
    0.1686  9.75667 0.147967
    0.16865 9.77    0.147608
    0.1687  9.76333 0.147692
    0.16875 9.76    0.147975
    0.1688  9.75667 0.1478
    0.16885 9.75583 0.14765
    0.1689  9.77333 0.147608
    0.16895 9.76417 0.147633
    0.169   9.76333 0.147858
    0.16905 9.75167 0.147892
    0.1691  9.75833 0.147692
    0.16915 9.765   0.1478
    0.1692  9.765   0.147775
    0.16925 9.77083 0.14755
    0.1693  9.75417 0.147375
    0.16935 9.75833 0.14765
    0.1694  9.75833 0.147808
    0.16945 9.76833 0.147717
    0.1695  9.765   0.1476
    0.16955 9.755   0.147667
    0.1696  9.76583 0.14775
    0.16965 9.7575  0.147967
    0.1697  9.77167 0.147717
    0.16975 9.76    0.147433
    0.1698  9.75833 0.147675
    0.16985 9.755   0.147658
    0.1699  9.755   0.147608
    0.16995 9.77667 0.14745
    0.17    9.76167 0.147467
    0.17005 9.76333 0.147542
    0.1701  9.74917 0.14745
    0.17015 9.76    0.147283
    0.1702  9.76167 0.147325
    0.17025 9.765   0.147567
    0.1703  9.7725  0.147708
    0.17035 9.74917 0.147442
    0.1704  9.75833 0.147525
    0.17045 9.76    0.147842
    0.1705  9.77083 0.147825
    0.17055 9.76667 0.1478
    0.1706  9.74917 0.147783
    0.17065 9.76583 0.147792
    0.1707  9.755   0.147825
    0.17075 9.77167 0.1476
    0.1708  9.76    0.14725
    0.17085 9.75917 0.147392
    0.1709  9.75417 0.147567
    0.17095 9.75667 0.147417
    0.171   9.775   0.147208
    0.17105 9.7625  0.1475
    0.1711  90.22105 9.75917 0.14765
    0.2211  9.77167 0.147483
    0.22115 9.765   0.147567
    0.2212  9.755   0.147658
    0.22125 9.75583 0.147625
    0.2213  9.74833 0.147317
    0.22135 9.7675  0.14715
    0.2214  9.75917 0.147367
    0.22145 9.76167 0.147492
    0.2215  9.75167 0.147517
    0.22155 9.76    0.14755
    0.2216  9.76917 0.147733
    0.22165 9.75333 0.147783
    0.2217  9.75833 0.147742
    0.22175 9.74833 0.147583
    0.2218  9.76    0.147658
    0.22185 9.76    0.147942
    0.2219  9.76917 0.147833
    0.22195 9.76333 0.147458
    0.222   9.74417 0.147558
    0.22205 9.755   0.147825
    0.2221  9.755   0.147683
    0.22215 9.76917 0.147517
    0.2222  9.75667 0.147467
    0.22225 9.755   0.147567
    0.2223  9.75417 0.147575
    0.22235 9.74667 0.147517
    0.2224  9.77167 0.1475
    0.22245 9.75917 0.147667
    0.2225  9.75833 0.147942
    0.22255 9.75    0.147717
    0.2226  9.7575  0.147317
    0.22265 9.76917 0.147608
    0.2227  9.755   0.14775
    0.22275 9.76333 0.147558
    0.2228  9.74833 0.147475
    0.22285 9.7625  0.147533
    0.2229  9.76    0.1477
    0.22295 9.76333 0.147717
    0.223   9.765   0.147533
    0.22305 9.7425  0.147483
    0.2231  9.75833 0.1476
    0.22315 9.75917 0.147492
    0.2232  9.76917 0.14725
    0.22325 9.75833 0.147192
    0.2233  9.75    0.147508
    0.22335 9.76    0.14755
    0.2234  9.74667 0.147425
    0.22345 9.77083 0.147425
    0.2235  9.7575  0.147542
    0.22355 9.75833 0.147825
    0.2236  9.74833 0.147867
    0.22365 9.75583 0.147667
    0.2237  9.77167 0.147825
    0.22375 9.75667 0.147983
    0.2238  9.76083 0.147658
    0.22385 9.74833 0.14735
    0.2239  9.75833 0.147375
    0.22395 9.765   0.1474
    0.224   9.76583 0.147317
    0.22405 9.76583 0.147267
    0.2241  9.74333 0.14725
    0.22415 9.75833 0.147417
    0.2242  9.7575  0.147742
    0.22425 9.77083 0.147867
    0.2243  9.76    0.147808
    0.22435 9.75167 0.148083
    0.2244  9.76083 0.1481
    0.22445 9.74917 0.147833
    0.2245  9.77    0.147708
    0.22455 9.75833 0.147858
    
